Ensembl Gene ID	Gene Symbol	Assigned Tier	Possible Tiers	Pharos Protein Family
ENSG00000134285.11	FKBP11	T4	T4	Enzyme
ENSG00000106080.11	FKBP14	T4	T4	Enzyme
ENSG00000119321.9	FKBP15	T4	T4	Other
ENSG00000119782.14	FKBP1B	T4	T4	Enzyme
ENSG00000173486.13	FKBP2	T4	T4	Enzyme
ENSG00000100442.11	FKBP3	T4	T4	Enzyme
ENSG00000004478.8	FKBP4	T4	T4	Enzyme
ENSG00000096060.14	FKBP5	T4	T4	Enzyme
ENSG00000077800.13	FKBP6	T4	T4	Enzyme
ENSG00000079150.18	FKBP7	T4	T4	Enzyme
ENSG00000105701.16	FKBP8	T4	T4	Enzyme
ENSG00000122642.11	FKBP9	T4	T4	Enzyme
ENSG00000171051.8	FPR1	T4	T4	GPCR
ENSG00000179163.11	FUCA1	T4	T4	Enzyme
ENSG00000001036.14	FUCA2	T4	T4	Enzyme
ENSG00000010810.17	FYN	T4	T4	Kinase
ENSG00000136928.7	GABBR2	T4	T4	GPCR
ENSG00000113327.16	GABRG2	T4	T4	Ion Channel
ENSG00000268089.3	GABRQ	T4	T4	Ion Channel
ENSG00000141012.13	GALNS	T4	T4	Enzyme
ENSG00000106128.19	GHRHR	T4	T4	GPCR
ENSG00000010310.9	GIPR	T4	T4	GPCR
ENSG00000188828.12	GLRA4	T4	T4	Ion Channel
ENSG00000135677.11	GNS	T4	T4	Enzyme
ENSG00000179921.15	GPBAR1	T4	T4	GPCR
ENSG00000164850.15	GPER1	T4	T4	GPCR
ENSG00000183671.12	GPR1	T4	T4	GPCR
ENSG00000132975.8	GPR12	T4	T4	GPCR
ENSG00000181619.11	GPR135	T4	T4	GPCR
ENSG00000257008.6	GPR142	T4	T4	GPCR
ENSG00000143147.14	GPR161	T4	T4	GPCR
ENSG00000184194.6	GPR173	T4	T4	GPCR
ENSG00000170837.3	GPR27	T4	T4	GPCR
ENSG00000120436.4	GPR31	T4	T4	GPCR
ENSG00000171659.15	GPR34	T4	T4	GPCR
ENSG00000170775.3	GPR37	T4	T4	GPCR
ENSG00000126251.6	GPR42	T4	T4	GPCR
ENSG00000146360.8	GPR6	T4	T4	GPCR
ENSG00000156097.12	GPR61	T4	T4	GPCR
ENSG00000119714.11	GPR68	T4	T4	GPCR
ENSG00000119737.6	GPR75	T4	T4	GPCR
ENSG00000164604.12	GPR85	T4	T4	GPCR
ENSG00000138271.6	GPR87	T4	T4	GPCR
ENSG00000173612.10	GPRC6A	T4	T4	GPCR
ENSG00000233276.6	GPX1	T4	T4	Enzyme
ENSG00000176153.12	GPX2	T4	T4	Enzyme
ENSG00000211445.12	GPX3	T4	T4	Enzyme
ENSG00000167468.17	GPX4	T4	T4	Enzyme
ENSG00000224586.7	GPX5	T4	T4	Enzyme
ENSG00000198704.9	GPX6	T4	T4	Enzyme
ENSG00000116157.6	GPX7	T4	T4	Enzyme
ENSG00000120251.20	GRIA2	T4	T4	Ion Channel
ENSG00000125675.18	GRIA3	T4	T4	Ion Channel
ENSG00000152208.13	GRID2	T4	T4	Ion Channel
ENSG00000149403.13	GRIK4	T4	T4	Ion Channel
ENSG00000185974.7	GRK1	T4	T4	Kinase
ENSG00000125388.20	GRK4	T4	T4	Kinase
ENSG00000198055.11	GRK6	T4	T4	Kinase
ENSG00000114124.2	GRK7	T4	T4	Kinase
ENSG00000152822.14	GRM1	T4	T4	GPCR
ENSG00000164082.15	GRM2	T4	T4	GPCR
ENSG00000124493.14	GRM4	T4	T4	GPCR
ENSG00000164116.16	GUCY1A1	T4	T4	Enzyme
ENSG00000152402.11	GUCY1A2	T4	T4	Enzyme
ENSG00000132518.7	GUCY2D	T4	T4	Kinase
ENSG00000101890.5	GUCY2F	T4	T4	Kinase
ENSG00000145649.8	GZMA	T4	T4	Enzyme
ENSG00000100450.13	GZMH	T4	T4	Enzyme
ENSG00000113088.6	GZMK	T4	T4	Enzyme
ENSG00000197540.8	GZMM	T4	T4	Enzyme
ENSG00000148702.15	HABP2	T4	T4	Enzyme
ENSG00000196917.6	HCAR1	T4	T4	GPCR
ENSG00000164588.8	HCN1	T4	T4	Ion Channel
ENSG00000099822.3	HCN2	T4	T4	Ion Channel
ENSG00000143630.10	HCN3	T4	T4	Ion Channel
ENSG00000138622.4	HCN4	T4	T4	Ion Channel
ENSG00000140287.11	HDC	T4	T4	Enzyme
ENSG00000109758.9	HGFAC	T4	T4	Enzyme
ENSG00000163349.22	HIPK1	T4	T4	Kinase
ENSG00000064393.16	HIPK2	T4	T4	Kinase
ENSG00000110422.12	HIPK3	T4	T4	Kinase
ENSG00000160396.9	HIPK4	T4	T4	Kinase
ENSG00000101076.16	HNF4A	T4	T4	Nuclear Receptor
ENSG00000164749.13	HNF4G	T4	T4	Nuclear Receptor
ENSG00000164120.14	HPGD	T4	T4	Enzyme
ENSG00000176387.7	HSD11B2	T4	T4	Enzyme
ENSG00000108786.10	HSD17B1	T4	T4	Enzyme
ENSG00000198189.11	HSD17B11	T4	T4	Enzyme
ENSG00000087076.9	HSD17B14	T4	T4	Enzyme
ENSG00000086696.11	HSD17B2	T4	T4	Enzyme
ENSG00000130948.10	HSD17B3	T4	T4	Enzyme
ENSG00000132196.15	HSD17B7	T4	T4	Enzyme
ENSG00000096384.20	HSP90AB1	T4	T4	Other
ENSG00000168830.8	HTR1E	T4	T4	GPCR
ENSG00000179097.5	HTR1F	T4	T4	GPCR
ENSG00000178084.2	HTR3C	T4	T4	Ion Channel
ENSG00000186038.9	HTR3E	T4	T4	Ion Channel
ENSG00000164270.18	HTR4	T4	T4	GPCR
ENSG00000157219.5	HTR5A	T4	T4	GPCR
ENSG00000142149.9	HUNK	T4	T4	Kinase
ENSG00000196305.17	IARS1	T4	T4	Enzyme
ENSG00000104951.16	IL4I1	T4	T4	Enzyme
ENSG00000027644.5	INSRR	T4	T4	Kinase
ENSG00000143127.13	ITGA10	T4	T4	Other
ENSG00000137809.17	ITGA11	T4	T4	Other
ENSG00000164171.11	ITGA2	T4	T4	Other
ENSG00000135424.18	ITGA7	T4	T4	Other
ENSG00000144668.12	ITGA9	T4	T4	Other
ENSG00000156886.12	ITGAD	T4	T4	Other
ENSG00000083457.12	ITGAE	T4	T4	Other
ENSG00000169896.18	ITGAM	T4	T4	Other
ENSG00000082781.12	ITGB5	T4	T4	Other
ENSG00000105855.10	ITGB8	T4	T4	Other
ENSG00000179914.5	ITLN1	T4	T4	Other
ENSG00000150995.19	ITPR1	T4	T4	Ion Channel
ENSG00000096433.11	ITPR3	T4	T4	Ion Channel
ENSG00000160145.15	KALRN	T4	T4	Kinase
ENSG00000116396.14	KCNC4	T4	T4	Ion Channel
ENSG00000162975.5	KCNF1	T4	T4	Ion Channel
ENSG00000026559.14	KCNG1	T4	T4	Ion Channel
ENSG00000178342.4	KCNG2	T4	T4	Ion Channel
ENSG00000171126.8	KCNG3	T4	T4	Ion Channel
ENSG00000143473.13	KCNH1	T4	T4	Ion Channel
ENSG00000135519.8	KCNH3	T4	T4	Ion Channel
ENSG00000089558.9	KCNH4	T4	T4	Ion Channel
ENSG00000140015.20	KCNH5	T4	T4	Ion Channel
ENSG00000173826.14	KCNH6	T4	T4	Ion Channel
ENSG00000184611.12	KCNH7	T4	T4	Ion Channel
ENSG00000183960.9	KCNH8	T4	T4	Ion Channel
ENSG00000075043.18	KCNQ2	T4	T4	Ion Channel
ENSG00000184156.17	KCNQ3	T4	T4	Ion Channel
ENSG00000117013.17	KCNQ4	T4	T4	Ion Channel
ENSG00000185760.15	KCNQ5	T4	T4	Ion Channel
ENSG00000156486.8	KCNS2	T4	T4	Ion Channel
ENSG00000170745.12	KCNS3	T4	T4	Ion Channel
ENSG00000164794.9	KCNV1	T4	T4	Ion Channel
ENSG00000165097.16	KDM1B	T4	T4	Epigenetic
ENSG00000119537.18	KDSR	T4	T4	Enzyme
ENSG00000129451.12	KLK10	T4	T4	Enzyme
ENSG00000167757.14	KLK11	T4	T4	Enzyme
ENSG00000186474.15	KLK12	T4	T4	Enzyme
ENSG00000167759.13	KLK13	T4	T4	Enzyme
ENSG00000129437.10	KLK14	T4	T4	Enzyme
ENSG00000174562.13	KLK15	T4	T4	Enzyme
ENSG00000167749.11	KLK4	T4	T4	Enzyme
ENSG00000167754.13	KLK5	T4	T4	Enzyme
ENSG00000167755.15	KLK6	T4	T4	Enzyme
ENSG00000213022.6	KLK9	T4	T4	Enzyme
ENSG00000141068.14	KSR1	T4	T4	Kinase
ENSG00000171435.14	KSR2	T4	T4	Kinase
ENSG00000133706.19	LARS1	T4	T4	Enzyme
ENSG00000131023.13	LATS1	T4	T4	Kinase
ENSG00000150457.9	LATS2	T4	T4	Kinase
ENSG00000129988.6	LBP	T4	T4	Other
ENSG00000108679.13	LGALS3BP	T4	T4	Other
ENSG00000138039.15	LHCGR	T4	T4	GPCR
ENSG00000166035.11	LIPC	T4	T4	Enzyme
ENSG00000101670.12	LIPG	T4	T4	Enzyme
ENSG00000163898.10	LIPH	T4	T4	Enzyme
ENSG00000188992.11	LIPI	T4	T4	Enzyme
ENSG00000164715.6	LMTK2	T4	T4	Kinase
ENSG00000142235.11	LMTK3	T4	T4	Kinase
ENSG00000115318.12	LOXL3	T4	T4	Enzyme
ENSG00000198670.12	LPA	T4	T4	Enzyme
ENSG00000064547.14	LPAR2	T4	T4	GPCR
ENSG00000171517.6	LPAR3	T4	T4	GPCR
ENSG00000147145.12	LPAR4	T4	T4	GPCR
ENSG00000167419.11	LPO	T4	T4	Enzyme
ENSG00000160285.15	LSS	T4	T4	Enzyme
ENSG00000213906.10	LTB4R2	T4	T4	GPCR
ENSG00000062524.16	LTK	T4	T4	Kinase
ENSG00000111837.11	MAK	T4	T4	Kinase
ENSG00000104774.13	MAN2B1	T4	T4	Enzyme
ENSG00000034152.19	MAP2K3	T4	T4	Kinase
ENSG00000065559.15	MAP2K4	T4	T4	Kinase
ENSG00000108984.15	MAP2K6	T4	T4	Kinase
ENSG00000076984.17	MAP2K7	T4	T4	Kinase
ENSG00000180815.14	MAP3K15	T4	T4	Kinase
ENSG00000176601.13	MAP3K19	T4	T4	Kinase
ENSG00000169967.16	MAP3K2	T4	T4	Kinase
ENSG00000143674.11	MAP3K21	T4	T4	Kinase
ENSG00000198909.8	MAP3K3	T4	T4	Kinase
ENSG00000085511.20	MAP3K4	T4	T4	Kinase
ENSG00000142733.17	MAP3K6	T4	T4	Kinase
ENSG00000104814.13	MAP4K1	T4	T4	Kinase
ENSG00000168067.12	MAP4K2	T4	T4	Kinase
ENSG00000011566.15	MAP4K3	T4	T4	Kinase
ENSG00000012983.11	MAP4K5	T4	T4	Kinase
ENSG00000156711.17	MAPK13	T4	T4	Kinase
ENSG00000181085.15	MAPK15	T4	T4	Kinase
ENSG00000141639.12	MAPK4	T4	T4	Kinase
ENSG00000069956.12	MAPK6	T4	T4	Kinase
ENSG00000114738.11	MAPKAPK3	T4	T4	Kinase
ENSG00000089022.14	MAPKAPK5	T4	T4	Kinase
ENSG00000072518.20	MARK2	T4	T4	Kinase
ENSG00000075413.18	MARK3	T4	T4	Kinase
ENSG00000007047.15	MARK4	T4	T4	Kinase
ENSG00000166986.15	MARS1	T4	T4	Enzyme
ENSG00000127241.17	MASP1	T4	T4	Enzyme
ENSG00000105613.10	MAST1	T4	T4	Kinase
ENSG00000086015.22	MAST2	T4	T4	Kinase
ENSG00000099308.10	MAST3	T4	T4	Kinase
ENSG00000069020.18	MAST4	T4	T4	Kinase
ENSG00000007264.15	MATK	T4	T4	Kinase
ENSG00000143384.13	MCL1	T4	T4	Other
ENSG00000135679.25	MDM2	T4	T4	Enzyme
ENSG00000165304.8	MELK	T4	T4	Kinase
ENSG00000112818.10	MEP1A	T4	T4	Other
ENSG00000141434.12	MEP1B	T4	T4	Other
ENSG00000166482.12	MFAP4	T4	T4	Other
ENSG00000008394.13	MGST1	T4	T4	Enzyme
ENSG00000085871.9	MGST2	T4	T4	Enzyme
ENSG00000143198.13	MGST3	T4	T4	Enzyme
ENSG00000141503.17	MINK1	T4	T4	Kinase
ENSG00000168404.13	MLKL	T4	T4	Kinase
ENSG00000080823.23	MOK	T4	T4	Kinase
ENSG00000172938.3	MRGPRD	T4	T4	GPCR
ENSG00000179826.6	MRGPRX3	T4	T4	GPCR
ENSG00000038945.15	MSR1	T4	T4	Other
ENSG00000173531.15	MST1	T4	T4	Enzyme
ENSG00000099810.21	MTAP	T4	T4	Enzyme
ENSG00000030304.14	MUSK	T4	T4	Kinase
ENSG00000065534.18	MYLK	T4	T4	Kinase
ENSG00000101306.11	MYLK2	T4	T4	Kinase
ENSG00000140795.13	MYLK3	T4	T4	Kinase
ENSG00000145949.11	MYLK4	T4	T4	Kinase
ENSG00000095777.17	MYO3A	T4	T4	Kinase
ENSG00000071909.18	MYO3B	T4	T4	Kinase
ENSG00000131400.8	NAPSA	T4	T4	Enzyme
ENSG00000163491.16	NEK10	T4	T4	Kinase
ENSG00000114670.14	NEK11	T4	T4	Kinase
ENSG00000136098.17	NEK3	T4	T4	Kinase
ENSG00000114904.13	NEK4	T4	T4	Kinase
ENSG00000197168.13	NEK5	T4	T4	Kinase
ENSG00000119408.16	NEK6	T4	T4	Kinase
ENSG00000151414.15	NEK7	T4	T4	Kinase
ENSG00000160602.14	NEK8	T4	T4	Kinase
ENSG00000119638.13	NEK9	T4	T4	Kinase
ENSG00000196338.13	NLGN3	T4	T4	Enzyme
ENSG00000165246.14	NLGN4Y	T4	T4	Enzyme
ENSG00000087095.13	NLK	T4	T4	Kinase
ENSG00000135577.4	NMBR	T4	T4	GPCR
ENSG00000136448.12	NMT1	T4	T4	Enzyme
ENSG00000169418.10	NPR1	T4	T4	Kinase
ENSG00000159899.14	NPR2	T4	T4	Kinase
ENSG00000164129.12	NPY5R	T4	T4	GPCR
ENSG00000169297.8	NR0B1	T4	T4	Nuclear Receptor
ENSG00000131910.5	NR0B2	T4	T4	Nuclear Receptor
ENSG00000126368.6	NR1D1	T4	T4	Nuclear Receptor
ENSG00000174738.13	NR1D2	T4	T4	Nuclear Receptor
ENSG00000131408.15	NR1H2	T4	T4	Nuclear Receptor
ENSG00000025434.19	NR1H3	T4	T4	Nuclear Receptor
ENSG00000012504.15	NR1H4	T4	T4	Nuclear Receptor
ENSG00000144852.18	NR1I2	T4	T4	Nuclear Receptor
ENSG00000143257.12	NR1I3	T4	T4	Nuclear Receptor
ENSG00000120798.17	NR2C1	T4	T4	Nuclear Receptor
ENSG00000177463.15	NR2C2	T4	T4	Nuclear Receptor
ENSG00000112333.12	NR2E1	T4	T4	Nuclear Receptor
ENSG00000278570.5	NR2E3	T4	T4	Nuclear Receptor
ENSG00000175745.14	NR2F1	T4	T4	Nuclear Receptor
ENSG00000185551.15	NR2F2	T4	T4	Nuclear Receptor
ENSG00000160113.5	NR2F6	T4	T4	Nuclear Receptor
ENSG00000123358.20	NR4A1	T4	T4	Nuclear Receptor
ENSG00000153234.14	NR4A2	T4	T4	Nuclear Receptor
ENSG00000119508.18	NR4A3	T4	T4	Nuclear Receptor
ENSG00000136931.10	NR5A1	T4	T4	Nuclear Receptor
ENSG00000116833.14	NR5A2	T4	T4	Nuclear Receptor
ENSG00000148200.17	NR6A1	T4	T4	Nuclear Receptor
ENSG00000123572.17	NRK	T4	T4	Kinase
ENSG00000253117.5	OC90	T4	T4	Other
ENSG00000115758.13	ODC1	T4	T4	Enzyme
ENSG00000102076.10	OPN1LW	T4	T4	GPCR
ENSG00000268221.6	OPN1MW	T4	T4	GPCR
ENSG00000128617.2	OPN1SW	T4	T4	GPCR
ENSG00000054277.14	OPN3	T4	T4	GPCR
ENSG00000122375.12	OPN4	T4	T4	GPCR
ENSG00000124818.15	OPN5	T4	T4	GPCR
ENSG00000184166.2	OR1D2	T4	T4	oGPCR
ENSG00000180785.10	OR51E1	T4	T4	oGPCR
ENSG00000161807.3	OR7G1	T4	T4	oGPCR
ENSG00000036473.8	OTC	T4	T4	Enzyme
ENSG00000187950.8	OVCH1	T4	T4	Enzyme
ENSG00000183378.12	OVCH2	T4	T4	Enzyme
ENSG00000172939.9	OXSR1	T4	T4	Kinase
ENSG00000108405.4	P2RX1	T4	T4	Ion Channel
ENSG00000187848.15	P2RX2	T4	T4	Ion Channel
ENSG00000109991.9	P2RX3	T4	T4	Ion Channel
ENSG00000083454.22	P2RX5	T4	T4	Ion Channel
ENSG00000099957.16	P2RX6	T4	T4	Ion Channel
ENSG00000169860.7	P2RY1	T4	T4	GPCR
ENSG00000181631.7	P2RY13	T4	T4	GPCR
ENSG00000185624.15	P4HB	T4	T4	Enzyme
ENSG00000180370.10	PAK2	T4	T4	Kinase
ENSG00000077264.15	PAK3	T4	T4	Kinase
ENSG00000130669.17	PAK4	T4	T4	Kinase
ENSG00000101349.16	PAK5	T4	T4	Kinase
ENSG00000137843.12	PAK6	T4	T4	Kinase
ENSG00000145730.20	PAM	T4	T4	Enzyme
ENSG00000149090.11	PAMR1	T4	T4	Enzyme
ENSG00000148832.16	PAOX	T4	T4	Enzyme
ENSG00000102699.6	PARP4	T4	T4	Enzyme
ENSG00000115687.14	PASK	T4	T4	Kinase
ENSG00000128655.18	PDE11A	T4	T4	Enzyme
ENSG00000154678.18	PDE1C	T4	T4	Enzyme
ENSG00000132915.11	PDE6A	T4	T4	Enzyme
ENSG00000133256.12	PDE6B	T4	T4	Enzyme
ENSG00000095464.10	PDE6C	T4	T4	Enzyme
ENSG00000171408.14	PDE7B	T4	T4	Enzyme
ENSG00000113231.14	PDE8B	T4	T4	Enzyme
ENSG00000160191.18	PDE9A	T4	T4	Enzyme
ENSG00000167004.13	PDIA3	T4	T4	Enzyme
ENSG00000143870.13	PDIA6	T4	T4	Enzyme
ENSG00000124299.15	PEPD	T4	T4	Enzyme
ENSG00000229859.10	PGA3	T4	T4	Enzyme
ENSG00000096088.16	PGC	T4	T4	Enzyme
ENSG00000164219.10	PGGT1B	T4	T4	Enzyme
ENSG00000164776.9	PHKG1	T4	T4	Kinase
ENSG00000156873.16	PHKG2	T4	T4	Kinase
ENSG00000011405.13	PIK3C2A	T4	T4	Kinase
ENSG00000133056.13	PIK3C2B	T4	T4	Kinase
ENSG00000139144.10	PIK3C2G	T4	T4	Kinase
ENSG00000123143.13	PKN1	T4	T4	Kinase
ENSG00000065243.20	PKN2	T4	T4	Kinase
ENSG00000160447.7	PKN3	T4	T4	Kinase
ENSG00000187980.6	PLA2G2C	T4	T4	Enzyme
ENSG00000117215.15	PLA2G2D	T4	T4	Enzyme
ENSG00000188784.4	PLA2G2E	T4	T4	Enzyme
ENSG00000158786.5	PLA2G2F	T4	T4	Enzyme
ENSG00000127472.11	PLA2G5	T4	T4	Enzyme
ENSG00000122861.16	PLAU	T4	T4	Enzyme
ENSG00000197943.10	PLCG2	T4	T4	Enzyme
ENSG00000145632.15	PLK2	T4	T4	Kinase
ENSG00000173846.13	PLK3	T4	T4	Kinase
ENSG00000100979.15	PLTP	T4	T4	Other
ENSG00000130822.16	PNCK	T4	T4	Kinase
ENSG00000187021.15	PNLIPRP1	T4	T4	Enzyme
ENSG00000266200.6	PNLIPRP2	T4	T4	Enzyme
ENSG00000127948.16	POR	T4	T4	Enzyme
ENSG00000186951.16	PPARA	T4	T4	Nuclear Receptor
ENSG00000112033.14	PPARD	T4	T4	Nuclear Receptor
ENSG00000132170.22	PPARG	T4	T4	Nuclear Receptor
ENSG00000128059.8	PPAT	T4	T4	Enzyme
ENSG00000143224.18	PPOX	T4	T4	Enzyme
ENSG00000132356.11	PRKAA1	T4	T4	Kinase
ENSG00000162409.11	PRKAA2	T4	T4	Kinase
ENSG00000142875.19	PRKACB	T4	T4	Kinase
ENSG00000165059.7	PRKACG	T4	T4	Kinase
ENSG00000163558.13	PRKCI	T4	T4	Kinase
ENSG00000185532.20	PRKG1	T4	T4	Kinase
ENSG00000138669.9	PRKG2	T4	T4	Kinase
ENSG00000183943.6	PRKX	T4	T4	Kinase
ENSG00000126231.15	PROZ	T4	T4	Enzyme
ENSG00000112739.17	PRPF4B	T4	T4	Kinase
ENSG00000164099.3	PRSS12	T4	T4	Other
ENSG00000005001.10	PRSS22	T4	T4	Enzyme
ENSG00000172382.10	PRSS27	T4	T4	Enzyme
ENSG00000010438.16	PRSS3	T4	T4	Enzyme
ENSG00000103355.13	PRSS33	T4	T4	Enzyme
ENSG00000178226.11	PRSS36	T4	T4	Enzyme
ENSG00000103023.11	PRSS54	T4	T4	Enzyme
ENSG00000159792.10	PSKH1	T4	T4	Kinase
ENSG00000147613.8	PSKH2	T4	T4	Kinase
ENSG00000168229.4	PTGDR	T4	T4	GPCR
ENSG00000122420.10	PTGFR	T4	T4	GPCR
ENSG00000112655.16	PTK7	T4	T4	Kinase
ENSG00000112245.12	PTP4A1	T4	T4	Enzyme
ENSG00000184007.21	PTP4A2	T4	T4	Enzyme
ENSG00000179295.18	PTPN11	T4	T4	Enzyme
ENSG00000127947.16	PTPN12	T4	T4	Enzyme
ENSG00000163629.13	PTPN13	T4	T4	Enzyme
ENSG00000175354.20	PTPN2	T4	T4	Enzyme
ENSG00000143851.15	PTPN7	T4	T4	Enzyme
ENSG00000132670.20	PTPRA	T4	T4	Enzyme
ENSG00000081237.20	PTPRC	T4	T4	Enzyme
ENSG00000142949.17	PTPRF	T4	T4	Enzyme
ENSG00000144724.20	PTPRG	T4	T4	Enzyme
ENSG00000054356.14	PTPRN	T4	T4	Enzyme
ENSG00000105426.17	PTPRS	T4	T4	Enzyme
ENSG00000130508.11	PXDN	T4	T4	Other
ENSG00000147485.13	PXDNL	T4	T4	Other
ENSG00000100504.17	PYGL	T4	T4	Enzyme
ENSG00000068976.14	PYGM	T4	T4	Enzyme
ENSG00000186867.11	QRFPR	T4	T4	GPCR
ENSG00000116260.17	QSOX1	T4	T4	Enzyme
ENSG00000153201.16	RANBP2	T4	T4	Enzyme
ENSG00000131759.18	RARA	T4	T4	Nuclear Receptor
ENSG00000077092.19	RARB	T4	T4	Nuclear Receptor
ENSG00000172819.17	RARG	T4	T4	Nuclear Receptor
ENSG00000173039.19	RELA	T4	T4	Transcription Factor
ENSG00000148604.15	RGR	T4	T4	GPCR
ENSG00000163914.5	RHO	T4	T4	GPCR
ENSG00000185483.12	ROR1	T4	T4	Kinase
ENSG00000069667.16	RORA	T4	T4	Nuclear Receptor
ENSG00000198963.11	RORB	T4	T4	Nuclear Receptor
ENSG00000143365.19	RORC	T4	T4	Nuclear Receptor
ENSG00000162302.13	RPS6KA4	T4	T4	Kinase
ENSG00000175634.15	RPS6KB2	T4	T4	Kinase
ENSG00000180245.6	RRH	T4	T4	GPCR
ENSG00000171509.16	RXFP1	T4	T4	GPCR
ENSG00000186350.12	RXRA	T4	T4	Nuclear Receptor
ENSG00000204231.10	RXRB	T4	T4	Nuclear Receptor
ENSG00000143171.13	RXRG	T4	T4	Nuclear Receptor
ENSG00000163785.12	RYK	T4	T4	Kinase
ENSG00000198838.13	RYR3	T4	T4	Ion Channel
ENSG00000188322.7	SBK1	T4	T4	Kinase
ENSG00000136546.16	SCN7A	T4	T4	Ion Channel
ENSG00000197249.14	SERPINA1	T4	T4	Other
ENSG00000140093.10	SERPINA10	T4	T4	Enzyme
ENSG00000186910.4	SERPINA11	T4	T4	Other
ENSG00000165953.9	SERPINA12	T4	T4	Other
ENSG00000196136.18	SERPINA3	T4	T4	Other
ENSG00000100665.12	SERPINA4	T4	T4	Other
ENSG00000188488.14	SERPINA5	T4	T4	Enzyme
ENSG00000170099.6	SERPINA6	T4	T4	Other
ENSG00000123561.15	SERPINA7	T4	T4	Other
ENSG00000170054.15	SERPINA9	T4	T4	Other
ENSG00000021355.13	SERPINB1	T4	T4	Enzyme
ENSG00000242550.6	SERPINB10	T4	T4	Other
ENSG00000166634.6	SERPINB12	T4	T4	Other
ENSG00000197641.12	SERPINB13	T4	T4	Other
ENSG00000197632.9	SERPINB2	T4	T4	Other
ENSG00000057149.16	SERPINB3	T4	T4	Other
ENSG00000124570.21	SERPINB6	T4	T4	Other
ENSG00000166396.13	SERPINB7	T4	T4	Other
ENSG00000166401.15	SERPINB8	T4	T4	Other
ENSG00000170542.6	SERPINB9	T4	T4	Other
ENSG00000099937.11	SERPIND1	T4	T4	Other
ENSG00000106366.9	SERPINE1	T4	T4	Other
ENSG00000135919.13	SERPINE2	T4	T4	Other
ENSG00000132386.11	SERPINF1	T4	T4	Other
ENSG00000167711.13	SERPINF2	T4	T4	Other
ENSG00000149131.16	SERPING1	T4	T4	Enzyme
ENSG00000163536.12	SERPINI1	T4	T4	Other
ENSG00000114204.14	SERPINI2	T4	T4	Other
ENSG00000104205.16	SGK3	T4	T4	Kinase
ENSG00000181523.13	SGSH	T4	T4	Enzyme
ENSG00000132164.10	SLC6A11	T4	T4	Transporter
ENSG00000111181.12	SLC6A12	T4	T4	Transporter
ENSG00000010379.16	SLC6A13	T4	T4	Transporter
ENSG00000268104.3	SLC6A14	T4	T4	Transporter
ENSG00000072041.17	SLC6A15	T4	T4	Transporter
ENSG00000063127.16	SLC6A16	T4	T4	Transporter
ENSG00000197106.7	SLC6A17	T4	T4	Transporter
ENSG00000164363.10	SLC6A18	T4	T4	Transporter
ENSG00000163817.16	SLC6A20	T4	T4	Transporter
ENSG00000165970.12	SLC6A5	T4	T4	Transporter
ENSG00000065613.15	SLK	T4	T4	Kinase
ENSG00000163788.14	SNRK	T4	T4	Kinase
ENSG00000142168.15	SOD1	T4	T4	Enzyme
ENSG00000109610.6	SOD3	T4	T4	Enzyme
ENSG00000140263.15	SORD	T4	T4	Enzyme
ENSG00000072195.15	SPEG	T4	T4	Kinase
ENSG00000125508.3	SRMS	T4	T4	Kinase
ENSG00000180616.9	SSTR2	T4	T4	GPCR
ENSG00000278195.2	SSTR3	T4	T4	GPCR
ENSG00000162009.8	SSTR5	T4	T4	GPCR
ENSG00000072786.13	STK10	T4	T4	Kinase
ENSG00000118046.16	STK11	T4	T4	Kinase
ENSG00000164543.7	STK17A	T4	T4	Kinase
ENSG00000081320.11	STK17B	T4	T4	Kinase
ENSG00000102572.14	STK24	T4	T4	Kinase
ENSG00000115694.15	STK25	T4	T4	Kinase
ENSG00000134602.16	STK26	T4	T4	Kinase
ENSG00000104375.17	STK3	T4	T4	Kinase
ENSG00000169302.16	STK32A	T4	T4	Kinase
ENSG00000152953.13	STK32B	T4	T4	Kinase
ENSG00000165752.17	STK32C	T4	T4	Kinase
ENSG00000130413.15	STK33	T4	T4	Kinase
ENSG00000163482.12	STK36	T4	T4	Kinase
ENSG00000112079.9	STK38	T4	T4	Kinase
ENSG00000211455.8	STK38L	T4	T4	Kinase
ENSG00000198648.11	STK39	T4	T4	Kinase
ENSG00000101109.12	STK4	T4	T4	Kinase
ENSG00000101846.8	STS	T4	T4	Enzyme
ENSG00000060140.9	STYK1	T4	T4	Kinase
ENSG00000137573.14	SULF1	T4	T4	Enzyme
ENSG00000160551.11	TAOK1	T4	T4	Kinase
ENSG00000149930.18	TAOK2	T4	T4	Kinase
ENSG00000135090.14	TAOK3	T4	T4	Kinase
ENSG00000135605.13	TEC	T4	T4	Kinase
ENSG00000164362.21	TERT	T4	T4	Enzyme
ENSG00000107140.16	TESK1	T4	T4	Kinase
ENSG00000070759.17	TESK2	T4	T4	Kinase
ENSG00000121101.15	TEX14	T4	T4	Kinase
ENSG00000042832.12	TG	T4	T4	Other
ENSG00000092295.12	TGM1	T4	T4	Enzyme
ENSG00000198959.12	TGM2	T4	T4	Enzyme
ENSG00000125780.12	TGM3	T4	T4	Enzyme
ENSG00000166948.10	TGM6	T4	T4	Enzyme
ENSG00000126351.13	THRA	T4	T4	Nuclear Receptor
ENSG00000151090.20	THRB	T4	T4	Nuclear Receptor
ENSG00000167900.12	TK1	T4	T4	Kinase
